source,text,review_rating,name,review_date,length_of_stay,traveler_type,total_rating,total_reviews
expedia,nan,6.0,Verified traveler,2024-01-26,4.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,8.0,Javier,2024-01-26,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,Kristie L,2024-01-26,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"A nota do hotel não condiz com a realidade, o hotel não possui vallet nem estacionamento. Os quartos são grandes mas não estão em boas condições. Longe de 4,5 estrelas",6.0,Ricardo puls,2024-01-25,16.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"I enjoyed the stay here for the most part.  However, 
- My original reservation was for the 1br PH, but when we arrived we were put into the 2br PH which had different views. 
Upon arrival, the room was not as clean as I would expect for the price paid. There were fingerprints/handprints on the bathroom mirrors. 
The first day the 2nd BR sheets smelled like Bengay 
The 2nd day there was foundation (makeup) on sheets in the 2nd BR and we do not wear any makeup. 
The freezer to the refrigerator did not work at all and the 2nd drawer in the refrigerator did not work. 
The A/C had a red light and service warning on the 2nd day.
The front desk wanted to charge $50/hr after the 1st hour to ride the bicycles. 
The Parking was TERRIBLE - website advertises that the hotel provides covered parking for $40/day, however when we arrived we were advised it was not hotel parking, but a 3rd party OR we could park outside the hotel in metered spots but would have to pay the meter every 3 hours (@ $12 for a total of $96/24 hrs). The parking deck was on the other side of the block and only gave you until 1pm for the $40/day instead of a full 24 hours. You had to walk up/downstairs to get to the parking floors and they had fresh urine from the workers in every corner which was disgusting and not worthy of $40/day or up to standard for a more upscale hotel. Overall, not very accessible for customers which was a big downfall.",6.0,Sandra,2024-01-24,4.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,Aly,2024-01-22,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,8.0,Annamaria,2024-01-21,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,Paris,2024-01-18,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"They have lots of deferred maintenance , showers that easer water too hot or too cold, many little things that should be fixed. Suites need renovations. Getting too old. It is ashamed as I used to love it & always stayed there .",8.0,Eli,2024-01-17,9.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,Herb,2023-11-08,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Great location and great big rooms,10.0,Linda,2024-01-14,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,maxime,2024-01-09,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Spacious units. Great location,10.0,Denis,2024-01-07,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Chambres pas propres, pas assez de linge.
Ayant payé la chambre plus cher, elle ne correspondait pas à celle réservée (classe inférieur). Pas de lave-linge et de sèche-linge comme demandé. Électroménager vétuste et défectueux. Matelas très vieux. Très déçu de ce séjour.",2.0,Gerardo,2024-01-01,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,8.0,Nakita,2023-12-28,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,6.0,Kathryn,2023-12-27,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,Lesley,2023-12-26,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Seemingly look nice but not satisfied fully. however pool is fine.,6.0,CHANGHOON,2023-12-26,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"I landed early and came to drop off my bags. When I came back, they couldn’t find my bag so I had to go look and find it. Then they gave my room away to a different guest, and so the bellman had to run upstairs and get the key back from them. I ran a bath to relax and forget destress from check-in, but the water was lukewarm water. I showered after the bath, and still no hot water, only slightly warmer than lukewarm. 

When I picked my clothes off the ground after showering, they were covered in dust. The patio was large and spacious but the foliage around it was all dead and one of the chairs was broken. It was depressing so I kept the curtains closed. 

The couch in the living room was covered in stains (grossssss), and a big red wine stain on the rug. When I turned the tv on, both the living room and bedroom tv came on, cause they were back to back on the same wall. So I had to go back and forth to turn one of them off.

Overall, this was the absolute worst hotels I’ve stayed in for in the $250-300 night range.

The location was great, pool area was ok (cabanas are sad and worn out), but the patio dining of Orange Blossom the restaurant on site was the only good thing about this place.

Do not stay here, it’s a complete waste of money.",2.0,Michael,2023-12-11,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,Sharon Anne B,2023-12-08,,,8.2/10 Very good,"1,008 verified reviews"
expedia,Very central for the bars and close to the beach,10.0,Daniel,2023-12-07,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,8.0,Balina,2023-12-07,4.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,4.0,Latasha,2023-12-05,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Would not go back not worth the money...,4.0,michel,2023-12-03,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"I had a one bedroom suite and really enjoyed my stay here. The amenities and staff were great and accommodating. They even offered me a similar room as one of the bedroom doors wasn't working properly upon arrival. Since it was just me I decided to the stay in the room. Despite the bedroom door not working, I would recommend booking this place.",8.0,Verified traveler,2023-12-02,4.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,Fallou,2023-10-25,4.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Despite what’s advertised this is not a 4 star hotel. Our junior suite, which had a kitchen, was poorly equipped - no mugs, glasses, limited cutlery. The outside balcony was poorly maintained - stained cushions and broken lights. Reached out to management to raise issues and never heard back from them. Staff was aloof most of the time. Had a few front desk attendants that were attentive but it was a hit or miss. Beach staff was not friendly and seemed annoyed when were checking in. Poolside seats are poorly maintained. Don’t think I’ll be back given the price point.",6.0,Daniel,2023-11-29,4.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Bigger rooms than usually in SoBe, modern but not with a proper vibe decorated. Rest rest is fine and good to go for a short trip. I stayed a few times, they never provided the late check out hotels.com guarantee option.",8.0,Sirup Music GmbH,2023-11-27,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Prinzipiell nettes Hotel, welches aber etwas in die Jahre gekommen ist. Mit der Saunerkeit wird es nicht so genau genommen, bei Ankunft lag noch ein B0schel Haar neben dem Bett. Das Personal ist freundlich und hat nach Beschwerde das Zimmer erneut gereinigt. Vom Frühstück waren wir etwas enttäuscht. Das bekommt man im nebenanliegenden Restaurant, wobei man für Cappuccino etc. extra zahlen muss. Hier wurde man als Hotelgast eher wie die zweite Klasse behandelt. Die Lage ist gut und auch der Rooftoppool ist schön.",6.0,Jonas,2023-11-25,5.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Bruyant , mal isolé , on entend le restaurant /bar toute la nuit 
Salle de bain , qui coule , porte cassée
On attend à un équipement et service mieux que cela pour le prix de la chambre",2.0,Leonard,2023-11-24,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,4.0,Alberto,2023-11-24,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Some things are old and broken but nothing that made our stay horrible,8.0,Tony,2023-11-23,4.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"What a terrible experience. The hotel was dirty, not just unkept lobby, the room was GROSS. We got a large 2 bedroom suite, not that any room should be dirty but this was one of the high end rooms.

Hair in the shower and bath drains, makeup and stains on the sheets and pillow cases, dust in any area that wasn't a table top. One of the dirty showers didn't have hot water.

The patio doors didn't lock, phone in the room didn't work, not that anyone at reception answered even when calling from our cell.

Handy man that came to look at the hot water and phone made a mess and didn't solve the issue, he came back at 11PM banging on the door. 

DO NOT STAY HERE",2.0,Caroline,2023-11-22,4.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,8.0,Bohdan,2023-11-20,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"this hotel was recommended to me by a friend but i would absolutely not recommend it to anyone else. from the beginning, it was an annoyance. parking is around the corner, so you’re forced to pay $40 a day PLUS walk down at least 3 flights of steps and then completely around that to the opposite side of the building to enter the hotel. not to mention, when i walked up to the door i was greeted by Remy, the animal star from the movie Ratatouille.  
i was told there would be a bottle of wine for my boyfriends birthday, there was not. there was no phone menu for calling to the front desk. there was no menu in the room for the cost of items (the room is stocked with some snacks & alcohol). 
the shower head was old & broken so the water completely sprayed out at all angles and would spray out onto the bathroom floor unless the nozzle was directed at the wall, allowing only 50% of it to hit your body. also, the hot water does NOT last. 
outside of my room was a small fan that was being used to dry an enormous leak that soaked the entire hallway - no signs to alert you the floor was wet so my bags were wet on the bottom. 
there is no microwave or fridge in the room - the only fridge is tiny & pre-filled with room service items. as a destination in south beach, surrounded by restaurants, it’s so strange there is no way for guests to store leftovers. 
there is NO sound dampening so you will hear absolutely every person in your hallway as they enter & exit their rooms. 
never again.",4.0,sevgi,2023-11-18,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,.,8.0,Tara Lea,2023-11-18,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"i loved my stay here and i will definitely stay here again! everything was super close the beach, restaurants, convenience stores, etc. staff was super nice and helpful. The only one bad thing about the room was the balcony/patio was locked couldn't go outside i wish i was told before hand we wouldn't have access to it and also jacuzzi is under construction. Besides that everything about my stay was AMAZING!",8.0,Crystal,2023-11-18,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"The rooms are very nice, rooftop pool and one block away from the beach.",10.0,Cortland,2023-11-13,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Very conveniently located in the heart of Miami Beach. The staff was very helpful and extremely cheerful! The room had everything needed and was cleanly serviced. Well done to the entire team!,10.0,Abril,2023-11-10,,,8.2/10 Very good,"1,008 verified reviews"
expedia,Had an amazing stay. Had a great stay in a very comfortable room. Check in was seemless and staff very friendly. Had a great sleep in a great bed. Very quiet and relaxing. Good value for the money.,10.0,Melina,2023-11-10,,,8.2/10 Very good,"1,008 verified reviews"
expedia,Great place,10.0,sean,2023-11-09,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"do not hesitate! If you are looking for a hotel in Miami Beach, this hotel meets all the requirements! The service is super attentive, the rooms are a good size and the staff does an excellent job! I recommend it!",10.0,Juan,2023-10-11,,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,6.0,Erica,2023-11-08,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,It was great will recommend,10.0,Cortland,2023-11-07,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Room was one of the nicest I’ve stayed in , staff was super nice and it was the perfect place to spend my fiancé’s birthday at",10.0,Robert,2023-11-07,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Awesome experience. Great location (beach 3 min away). Daily housekeeping (fresh towels everyday). I will definitely recommend it to anyone,10.0,Lukasz,2023-11-07,,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,6.0,Courtney,2023-11-06,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"My fiance and I loved our stay at the Boulan, we got upgraded to a junior suite. The room was clean and staff was very friendly, helpful, and attentive during our stay. Having access to the pool and private beach also a plus. Great time, we definitely will be returning to the Boulan hotel on our next trip to South Beach.",10.0,Jonathan,2023-11-05,5.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,8.0,Franchesta,2023-11-02,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,good location as you can quickly get to the beach and some restaurants,8.0,Vladimir,2023-10-28,8.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,the staff were so helpful. They went above and beyond to make our stay there excellent! is a beautiful hotel located in a convenient location. The rooms are beautifully appointed. Definitely would recommend this hidden gem,10.0,Charles,2023-10-26,,,8.2/10 Very good,"1,008 verified reviews"
expedia,comfortable stay! excellent location. recommend!,10.0,Jazmin,2023-10-26,,,8.2/10 Very good,"1,008 verified reviews"
expedia,Truly a 5 star experience and my friend and I agreed this was the nicest hotel we’ve ever stayed at! Staff was always so friendly. Thank you for the best stay and we plan to stay with you again the next time we are in Miami Beach!,10.0,Sandra,2023-10-26,,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Everything about my stay was perfect. 
Nothing was too much trouble for any of the staff. I unfortunately can’t remember many names but everyone from the front desk staff, to cleaners were exceptional. The room was amazing with comfortable bed and amazing decoration. Finally the location was perfect. Thank you!",10.0,Sascha,2023-10-26,,,8.2/10 Very good,"1,008 verified reviews"
expedia,"this hotel exceeded my expectations in just about every way. From the moment we stepped into the lobby to check in, it was the best hotel experience we've ever had. We booked just one night for our last night in Miami Beach, before heading back to our home. We wish we could have stayed longer. The room was perfect, quiet, comfortable, with every amenity imaginable. it would make the perfect home base for a longer stay in Miami Beach, and we will definitely put it at the top of our list for an eventual return trip.",10.0,Matias,2023-10-26,,,8.2/10 Very good,"1,008 verified reviews"
expedia,"THIS WAS MY FAVORITE PLACE I EVER BOOKED OFF EXPEDIA…THEY HONORED MY EXPEDIA GOLD AND GAVE ME A FREE UPGRADE AND BOTTLE OF WINE….

The ROOM WAS BIG ENOUGH ENTIRE FAMILY IF NEEDED…

I will BE BACK ONLY PLACE TO STAY IN SOUTH BEACH",10.0,Brandon,2023-10-25,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,The restaurant option in the hotel was ok.  The safe in the room was sitting in a box and not attached to the wall.  They didn’t give any of the VIP perks even when we asked at check in.  The property did seem safe though. It was convenience to have CVS in the same building.  Beach area for the hotel was clean and nice.,8.0,Scarlet,2023-10-25,7.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Great location and nice hotel at first glance. It could have been an A but was closer to a C due to things that could easily be fixed. There were crumbs on the floor in our room and two pieces Of the plastic modern looking light fixture were laying on the floor. At first I thought there were for decoration but then noticed the scotch tape that had been used (and failed) to keep it
Together. So tacky. Hallways and room
Definitely needed
A fresh Coat of paint. So many scuffs and scratches. Just looked run down.",6.0,Phil,2023-10-04,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,EXCELLENT STAY! Will definitely be back! We are making this our Miami home when we return to the area for our next vacation.,10.0,Jeramiah,2023-10-25,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,Dakarrea,2023-10-22,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,8.0,Tania,2023-10-22,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,8.0,Daisha,2023-10-20,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"i really liked my stay. Everything about the hotel is amazing. From the moment you arrived till the moment you left, you feel like home",10.0,Chad,2023-10-18,,,8.2/10 Very good,"1,008 verified reviews"
expedia,"I cannot put into words the beauty, the feeling and the treatment of this place. Pictures do no justice. this hotel exceeded my expectations!",10.0,Raul,2023-10-18,,,8.2/10 Very good,"1,008 verified reviews"
expedia,"The whole of our stay was an amazing experience. All the staff were polite, courteous and very helpful. Nothing was to much trouble. The room was beautiful and the pool area is fantastic!",10.0,Santiago,2023-10-18,,,8.2/10 Very good,"1,008 verified reviews"
expedia,"we love this place! The location is superb, the service is attentive and anticipatory.",10.0,Benjamin,2023-10-18,,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Hotel staff have all been brilliant, felt very welcome immediately when arriving. Hotel is clean and well maintained. Reception staff really know their stuff! Thank you",10.0,Bruno,2023-10-18,,,8.2/10 Very good,"1,008 verified reviews"
expedia,"I stayed in the penthouse. It was nice, the best part about it was. there was a CVS right downstairs on the corner parking is an issue $40 overnight.",8.0,Marissa,2023-10-17,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Add indicated valet parking on site for extra $, reception indicated there was none. Expedia was not able to compensate me as the hotel never answered them. Couch had multiple stains, shower was not clean, stains in bathroom… overall this room was NOT cleaned prior to giving it to us. Floors were dirty and not mopped or vacuumed.. I do not recommend this hotel, save your money and rent elsewhere for the price",2.0,Patrizia,2023-10-14,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,2.0,Miguel,2023-10-14,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Family vacation, booked 5 of their best PH rooms. We had a minor issue that was not only unresolved but was met with hostility from the young girls at the front desk with serious attitudes. Manager was always MIA - how convenient! Was given manager's email upon checkout. A week later and NOT EVEN A REPLY!! This place had bad reviews but we wanted to stay same place as family. Now they have OUR bad review! stay away from this place.",2.0,Alexander,2023-10-14,4.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,nathaniel,2023-10-12,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,I loved everything about my stay! the staff was fantastic! thank you for the great experience!,10.0,Diego,2023-10-11,,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Extremely dirty and run-down. Not a four star hotel, basically a glorified flea pit motel. Large rooms but in horrible condition.",2.0,Verified traveler,2023-09-24,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Excellent location. Hotel is beautiful. The room was nice and the amenities at this hotel were great. We walked everywhere from this hotel! Loved it and can't wait to go back to this hotel.,10.0,Federico,2023-10-11,,,8.2/10 Very good,"1,008 verified reviews"
expedia,"definitely a place to return!
the pool area is amazing, the water is clean and the atmosphere is relax! the room is comfortable and the bed is amazing! this is a great hotel!",10.0,Daniela,2023-10-11,,,8.2/10 Very good,"1,008 verified reviews"
expedia,Amazing experience. The location is really Perfect and the hotel is really nice! if I’ll come back in Miami Beach I'll stay in this hotel for sure! Really suggested 👍,10.0,Ezequiel,2023-10-11,,,8.2/10 Very good,"1,008 verified reviews"
expedia,I've stayed here several times and I was very satisfied,10.0,mehmet,2023-10-11,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Amazing place, the room was huge, loved the balcony. Will be back for another stay!",10.0,CATHERINE,2023-10-10,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,Jeffery,2023-10-10,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,TV didn’t work but the room was beautiful. Rooftop pool was closed due to wind and that was the reason for staying where we did.,8.0,Vanessa,2023-10-09,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Boulan South Beach er bedre enn sitt rykte, men ikke helt tilsvarende bildene som vises på hverken hotellets eller hotels.com sine sider. Størrelsen på rommene er bra. Vedlikeholdet er middels. Inntrykket man sitter igjen med er at rommene trenger en oppgradering. Det rengjøres, men det vedlikeholdes ikke. Alt i skapene manglet, blandebatteriet i dusjen var ødelagt, det er fuktskader i krokene og den ene platen på komfyren var defekt. Frokosten (maten) var super. Stemningen i frokostrestauranten var veldig vekslende. Samme gjelder for resepsjonen. Stor forskjell på de som jobber der. Et par var gode, resten var uinteresserte og til dels uhøflige. Beliggenheten er fin. Stranden fungerer fint, men vi ble sendt tilbake til hotellet etter håndkler, mens hotellet insisterte på at de skulle vi få på stranden. Poolen på taket er ok. Stemningen der oppe var så som så. De store rommene forsvarer nok prisen vi betalte, men alt i alt så vi mange hoteller vi nok heller velger neste gang. Det største problemet var stemningen. På ferie ønsker man en trivelig stemning, med smil og gode vibber. Det var det under 20% av de vi møtte på hotellet, i restauranten og på stranden som utviste. Øvrige anmeldelser jeg har lest, har vært enten topp score eller helt slakt. Vår virkelighet var noe midt i mellom. Hvis du ønsker god beliggenhet, ikke bryr deg om stemningen og setter pris på store rom, er Boulan Beach topp. Men, da må du se bort i fra manglende vedlikehold.",8.0,Verified traveler,2023-10-09,7.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Everything was great. Except for the parking... terrible that if i had known i would've stayed somewhere else,8.0,Troy Phillip,2023-10-07,5.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,hotel was great! the service was very attentive at all times. the hotel is beautiful with tasteful decoration,10.0,Claudio,2023-10-05,,,8.2/10 Very good,"1,008 verified reviews"
expedia,"It was my second stay in this hotel for a week.
Everything from the very first to the last second was amazing. The most friendly and helpful staff and service is just beyond expectations.",10.0,Anabella,2023-10-05,,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Extremely nice and friendly, helpful staff! Best service, brilliant location. Rooms are equipped with all the needed things. Highly recommend!",10.0,Thiago,2023-10-05,,,8.2/10 Very good,"1,008 verified reviews"
expedia,I am glad and happy that stayed in this hotel during my visit to Miami Beach. This is the best hotel I have visited and stayed in. I have no hesitation in recommending it highly.,10.0,Tamara,2023-10-05,,,8.2/10 Very good,"1,008 verified reviews"
expedia,Just finished a one night stay! Our room was fabulous. Miami Beach is a magical city and we can’t wait to return to it and this hotel! Thank you!,10.0,Dafne,2023-10-05,,,8.2/10 Very good,"1,008 verified reviews"
expedia,Parking should be free,2.0,Carlos,2023-10-04,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,I would highly recommend Boulan!!!,10.0,Shaun,2023-09-06,,,8.2/10 Very good,"1,008 verified reviews"
expedia,Nothing,10.0,Jean,2023-10-02,4.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Centrally located, great service. great perks and friendly staff",10.0,Lorraine,2023-10-02,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Property was awesome. I didn’t like that I couldn’t get a later check out time.,8.0,Sabrina,2023-10-02,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,The room was nothing like the photos viewed online. Gave our room away prior to us checking in. Very upset ing.,4.0,Raye,2023-10-02,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Balcony seeing the ocean was a great touch for my girlfriend and I.,10.0,Sean,2023-09-30,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Hard to find.,6.0,johnson,2023-09-29,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"totally recommend! Wonderful beds, pillows, and the room is always immaculate. Would stay here again in a heartbeat! Keep doing what your doing! Thank you!",10.0,Gavino,2023-09-28,,,8.2/10 Very good,"1,008 verified reviews"
expedia,"We really enjoyed our stay. Room was great, very comfortable and clean. Above all, the staff were so friendly and helpful- nothing was too much. Location is near enough to everything",10.0,Sienna,2023-09-28,,,8.2/10 Very good,"1,008 verified reviews"
expedia,A truly wonderful stay at a fantastic hotel! The room was unique and very comfortable. All of the staff were friendly and helpful on all issues. We give our highest recommendation to all. Don't miss a chance to stay here!,10.0,Brian,2023-09-28,,,8.2/10 Very good,"1,008 verified reviews"
expedia,"One of the best hotels I have ever been. And I travel for work. Clean, great design, care of small details, staff very kind and helpful. Fantastic place to stay. See you next year.",10.0,Guillermina,2023-09-28,,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,Terrika,2023-09-27,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,2.0,Yadira,2023-09-26,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Boulan is always one of my favorites hotels to book when I visit! The beach access is GREAT!,10.0,Dianca,2023-09-25,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Staff are terrible not on desk for help when checking and out 
Staff sluggish in thier response 
Staff not on desk to respond to call 
Staff at restaurant are exceptionally good but front desk is horrible",4.0,princetta,2023-09-25,4.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,Jaime,2023-09-24,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,I especially liked that there was a dedicated space on the beach for Boulon guests with chairs and towels. I do think that you should get more than 2 chairs per room free of charge if needed.,6.0,Anika Winn,2023-08-21,6.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,Ashley,2023-09-21,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,8.0,Kimberly,2023-09-21,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,Tishaunna,2023-09-20,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Overall it was Grear!!,10.0,Ruben,2023-09-18,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,I booked this hotel 2 months in advance for my birthday trip i arrived on Thursday and i was absolutely disappointed soon as i arrived inside the room i checked the bed and it was literally blood on the sheets … hair on the sheets … hair inside the shower on the walls … bugs on the towels that was already there n then when i asked to change the towels n sheets … the new set had baby spiders/ dead crabs on the towels … plus when housekeeping came in and change the sheets there was literally a whole long piece of hair on the new sheets n i told housekeeping what he decided to do was pick the hair up n throw it on the floor … now onto the floors i wore white socks i literally picked up my foot n it had nothing but dirt at the bottom the whole floor was dirty once again we asked house keeping to come clean the floors n clean out the shower but did they ? No they didn’t… the service was absolutely horrible … I’ve asked all the front desk people to speak to Emma which is supposedly the manager n all of them gave me different stories and times on when she was going to be there .. The staff attitudes especially Martina were absolutely horrible never again will i ever stay at this hotel ever again .. Also the air conditioning literally wasn’t working for 2 days … the refrigerator wasn’t getting cold so all the food we bought went bad drinks wasn’t getting cold nothing they finally fixed the air 2 days before we was leaving it was absolutely horrible … i still have yet to talk to Emma.,2.0,DaJah Ncole,2023-09-18,4.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,I had access to different place to go,10.0,Antwanette,2023-09-17,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,Yaneisys,2023-09-17,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Excellent,10.0,Andrene,2023-09-15,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,Bheesham,2023-09-13,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,the room was clean and pleasant. We had amazing and relaxing time at the pool. The hotel staff was very polite and helpful. The cleaning staff was great!,10.0,Lucio,2023-09-13,,,8.2/10 Very good,"1,008 verified reviews"
expedia,Very easy to check-in and check-out. Rooms had everything that we needed and were comfortable. Location was very good. Reception were all nice and helpful!,10.0,Francesca,2023-09-13,,,8.2/10 Very good,"1,008 verified reviews"
expedia,Had a very pleasant and safe stay as a solo traveler. Actually this was one of the highlights along with its centric location. Also the facilities are very modern and comfortable. Thank you!,10.0,Chiara,2023-09-13,,,8.2/10 Very good,"1,008 verified reviews"
expedia,The staff was friendly and helpful. Location was amazing! It was great meeting people from all over the world! I loved my stay!,10.0,Elizabeth,2023-09-13,,,8.2/10 Very good,"1,008 verified reviews"
expedia,"The staff at Boulan were always super kind and helpful. And the location is fantastic, super close to the beach and walking distance to many attractions. That part of the stay was significant. 

Unfortunately, the hotel is really run down. The room was in need of a deep cleaning and repair.  Our sheets even had old makeup on them.

The pool area at first glance looked good, but it's also run down.  The jacuzzi didn't work and was very very dirty.

I won't be staying here again.",6.0,Verified traveler,2023-09-10,5.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Walls are paper thin, if someone came in or out of the rooms next door it’s sounded like it was your room’s door opening.",4.0,Yadira,2023-09-09,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"Hotel roof top pool was great, hotel very expensive daily fees but worth it. It is in the heart of south beach no car needed.",10.0,christine,2023-07-27,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,10.0,Ely,2023-09-05,2.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Very nice hotel. Luxurious,10.0,Emily Jade,2023-09-02,,,8.2/10 Very good,"1,008 verified reviews"
expedia,The front desk were so kind and quick to answer questions or requests. The penthouse king room is a great size with a large balcony. The room was spotless from top to bottom. Pool area is nice too. Everything was just right!,10.0,Andriana,2023-09-01,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"The location is great, however the property needs to be maintained and cleaned better. Our bed spread had blood stains on them. The jacuzzi was duty with old water in it. Lots of small fixable things in the room and on the property.",8.0,Candice,2023-08-31,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,nan,8.0,mary,2023-08-30,1.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,"There isn’t parking for the property and so you have to spend $40 per day to park your car near the hotel.  

They did upgrade my room to a suite which was nice and the staff were all pleasant.",6.0,Anthony,2023-08-30,3.0,,8.2/10 Very good,"1,008 verified reviews"
expedia,Apartment/condo style units. Great balcony,10.0,Tania,2023-08-28,3.0,,8.2/10 Very good,"1,008 verified reviews"
